possibly_sensitive,text,source,id,created_at,lang,reply_settings,author_id,edit_history_tweet_ids,hashtags_list,urls_list,public_metrics_retweet_count,public_metrics_reply_count,public_metrics_like_count,public_metrics_quote_count,next_token
False,RT @oakchr: มึงรู้ยัง ทำไมตอนกปปสถึงมีคนหลงไปเป่านกหวีดเยอะ คนไทยมันหลอกง่ายอะ55555555555,Twitter for iPad,1572839200755683328,2022-09-22T06:44:22.000Z,th,everyone,969598808186212353,['1572839200755683328'],[],[],18994,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Samoyednim: คหสต คือหลังจบคอนที่ญี่ปุ่นอยากให้น้องพักสักหน่อย อย่าพึ่งรีบเวิร์ลทัวร์เลยนะ เป็นห่วงเรื่องสุขภาพมาก หวังว่าน้องๆจะได้พัก…,Twitter for iPad,1572839176286117891,2022-09-22T06:44:16.000Z,th,everyone,969598808186212353,['1572839176286117891'],[],[],714,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @spjeew: ตลก 55555 https://t.co/7c6GblJvBg,Twitter for iPad,1572831119699243008,2022-09-22T06:12:15.000Z,th,everyone,969598808186212353,['1572831119699243008'],[],['https://twitter.com/spjeew/status/1572551130248519680/photo/1'],19814,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @absinthetc: บางทีการเขียนแม่งไม่ใช่อาชีพแต่เป็นส่วนหนึ่งของตัวตน เป็นการขูดรีดตัวเองเพื่อให้ได้งานออกมา ถึงจะเป็นงานนอนฟิกชั่นขนาดไหนแ…,Twitter for iPad,1572831078632796161,2022-09-22T06:12:05.000Z,th,everyone,969598808186212353,['1572831078632796161'],[],[],577,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @LODE1994_: ขอความช่วยเหลือหน่อยนะคะ ลุงโดนรถชนเสียชีวิต วันศุกร์ที่ 9 กย. ช่วงเวลา 17.00 น บริเวณถนนหน้าค่าย ป.พัน 711 ต.ท่าแค อ.เมือง…,Twitter for iPad,1572831056675606530,2022-09-22T06:12:00.000Z,th,everyone,969598808186212353,['1572831056675606530'],[],[],32126,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @KimKaoKimKao: เราโดนกระต่ายงอนค่ะ เหตุเกิดจากเราเสียงดังใส่เพราะน้องแทะลังกระดาษ เรากลัวน้องกินเข้าไปเลยเผลอดุ หันมาอีไทีเจอนั่งมองค้อน…,Twitter for Android,1572819186644324352,2022-09-22T05:24:50.000Z,th,everyone,969598808186212353,['1572819186644324352'],[],[],35613,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @13933Mai: ไม่รู้ว่าบ้านเราคือ1ใน800นี้รึเปล่า แต่ปัจจุบันสถานะการณ์ยอดขายคือหายไปกว่า80-90% หนึ่งเป็นเพราะพฤติกรรมของผู้บริโภคเปลี่ยนไป…,Twitter for Android,1572819115383074817,2022-09-22T05:24:33.000Z,th,everyone,969598808186212353,['1572819115383074817'],[],[],1505,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @yamyummy: เรื่องเซอไพ้ของกูที่เพิ่งรู้คือ พี่เบิร์ดเวลาขึ้นคอนเสิร์ต แกไม่ใส่ in ear monitor แล้วแกวิ่งไปทั่ว impact แกกลับเข้าเพลงถูก…,Twitter for Android,1572818978648788993,2022-09-22T05:24:00.000Z,th,everyone,969598808186212353,['1572818978648788993'],[],[],33665,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @chai_siris: Royalist ตัวจริงมันคือแบบ Royal World นะ ที่เห็นโดยทั่วไปนั้นไม่ใช่ ยังเป็นคนป่ากันอยู่เลย,Twitter for Android,1572817370040930305,2022-09-22T05:17:37.000Z,th,everyone,969598808186212353,['1572817370040930305'],[],[],1195,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @pwittaya: พูดถึงเกียร์ออโต้ตอนติดไฟแดง เฮียเคยคุยกับเพื่อนวิดวะยานยนต์นานแล้วบอกว่า
เกียร์จะสึกหรอตอนเปลี่ยนเกียร์เพราะมีเรื่องความต่าง…",Twitter for Android,1572817253820936192,2022-09-22T05:17:09.000Z,th,everyone,969598808186212353,['1572817253820936192'],[],[],8639,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @cnew888: เริ่มเลอ 1 ตุลาคมนี้ ผู้ป่วยโควิดที่ไม่แสดงอาการไม่ต้องกักตัว แต่ให้ใส่หน้ากากล้างมือบ่อยๆไป 5 วันแทน ปรับโควิดจากโรคติดต่ออัน…,Twitter for Android,1572817218806894592,2022-09-22T05:17:01.000Z,th,everyone,969598808186212353,['1572817218806894592'],[],[],37231,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @sfkkfs_: การโตเป็นผู้ใหญ่ไม่เหนื่อยนะ แต่เหนื่อยมาก เหนื่อยฉิบหาย,Twitter for Android,1572817187425103872,2022-09-22T05:16:53.000Z,th,everyone,969598808186212353,['1572817187425103872'],[],[],9631,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @wastedheart_: อดัมมาแถลงละ
-คิดน้อยไปเลยพูดเชิงflirtกับญอื่นนอกจากเมีย
-ไม่เคยนอกใจ แต่มีช่วงนึงที่ cross the line เสียใจที่ทำ
-แคร์เมี…",Twitter for Android,1572817170102636548,2022-09-22T05:16:49.000Z,th,everyone,969598808186212353,['1572817170102636548'],[],[],14917,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @ParnTranslation: คลิปการไหลของลาวาจากภูเขาไฟคีเลาเวอาที่ฮาวาย นี่ถ่ายแบบไม่ได้เร่งสปีดนะ ทำลายภาพไหลหนืด ๆ ที่เคยมีในหัวกระจุยเบย 😅,Twitter for Android,1572817069686812673,2022-09-22T05:16:25.000Z,th,everyone,969598808186212353,['1572817069686812673'],[],[],46170,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @burningbIvck: วันก่อนนอนคิดว่าถ้าตัวเราตอนเด็กมาเห็นเราตอนนี้มันจะรับได้ไหม ได้คำตอบว่า ได้อยู่ละ ทำไมจะไม่ได้ ในชีวิตก็ทำแต่อะไรที่ตัว…,Twitter for Android,1572817020001067008,2022-09-22T05:16:13.000Z,th,everyone,969598808186212353,['1572817020001067008'],[],[],206,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @bunleng_wan: แมวนี่ก็หัดฉี่ในโถส้วมเอง ตอนแรกๆพ่อแม่ตีกันเกือบตายเพราะเถียงกันว่าใครเข้าห้องน้ำไม่ราด พอฉันกลับบ้านก็เจอเหตุการณ์นี้เ…,Twitter for Android,1572816889767923712,2022-09-22T05:15:42.000Z,th,everyone,969598808186212353,['1572816889767923712'],[],[],35930,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @__DoubleTP: เปลี่ยนจาก grammaly เป็น quillbot นี่แหละ,Twitter for Android,1572816722155171841,2022-09-22T05:15:02.000Z,und,everyone,969598808186212353,['1572816722155171841'],[],[],24055,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @kaenakeng: โมเม้นที่แย่ที่สุดคือการที่แบบอยู่กับคนอื่นแต่รู้สึกว่าอยู่คนเดียวอะ มันมีหลายแวบเลยที่เกิดคำถามกับตัวเองว่าแบบ แล้วกูล่ะ ห…,Twitter for Android,1572816674017136640,2022-09-22T05:14:51.000Z,th,everyone,969598808186212353,['1572816674017136640'],[],[],43305,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @BOHHOT: ล่าสุดกูเจอการอวยพรแบบสับ 55555555

“สุขสันต์วันเกิดนะคะ ขอให้มีความสุขมากๆ คิดอะไรขอให้คิดแล้วคิดอีกนะคะ 🥰”",Twitter for Android,1572816642283012097,2022-09-22T05:14:43.000Z,th,everyone,969598808186212353,['1572816642283012097'],[],[],78805,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @zimzimtham: (ขออนุญาตค่ะ) เคยเจอเจ้าของสนพนึงพูดกับคนรู้จักบอกว่า ที่จะพิมพ์งานให้ก็เป็นบุญคุณมากแล้วเพราะนิยายไทยมันขายไม่ได้ 🥹 รออะไร…,Twitter for Android,1572816543901429761,2022-09-22T05:14:20.000Z,th,everyone,969598808186212353,['1572816543901429761'],[],[],2359,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @hkjjnike: นิวจีนเพิ่งเด บั้มขายได้ 500k อัพ โดยที่ไม่ได้สุ่มการ์ดเมมเบอร์ เน้นขายตัวเพลง งานอาร์ต และเพกเกจจิ้งที่น่าสนใจล้วนๆ พรีวิวก็…,Twitter for Android,1572816278058045440,2022-09-22T05:13:16.000Z,th,everyone,969598808186212353,['1572816278058045440'],[],[],46242,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @0011_noodee: รีล่า นิยายแปลมาแรง คนอ่านชอบนิยายแปล สนพ เลยหันมาจับงานแปลกันตู้มๆ แล้วไม่ค่อยออกงานนักเขียนไทยแล้ว นักเขียนไทยเลยเน้นทำเ…,Twitter for Android,1572816241030733829,2022-09-22T05:13:08.000Z,th,everyone,969598808186212353,['1572816241030733829'],[],[],2166,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @nanifujo: เคยอ่านเจอเจเคบอกคนเราเสพติดคำประชดประชันดังนั้นให้ใช้มันในนิยายให้สนุก 
นึกถึงแฮร์รี่ถามเดรโกว่านายจะไปไหน เดรโกบอก ฉันกำลัง…",Twitter for Android,1572816077335449601,2022-09-22T05:12:29.000Z,th,everyone,969598808186212353,['1572816077335449601'],[],[],19895,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @LODE1994_: รีพายสตอรี่เพื่อนนี่เขาหวังให้เพื่อนตอบกันมั้ยวะ กุคือลูกอิช่างแซว แซวเสดเชิ่ด ไม่วนแล้วมึงจะตอบอะไรกลับมา ขอให้ได้รีพาย ใคร…,Twitter for Android,1572816057395716097,2022-09-22T05:12:24.000Z,th,everyone,969598808186212353,['1572816057395716097'],[],[],49905,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @BookFairTH: 🌟ข้อมูลที่น่าสนใจปีที่ผ่านมา 2564
=การผลิต=
มีการผลิตหนังสือทั้งสิ้น
 18,291 ปก (title)
⬆️ประเภทหนังสือที่ ""ผลิตเพิ่มขึ้นมา…",Twitter for Android,1572816010457288704,2022-09-22T05:12:13.000Z,th,everyone,969598808186212353,['1572816010457288704'],[],[],589,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @theoryofLady: รีล่า มันเอ่ออ่าตรงที่สนพส่วนใหญ่ (แน่นอนว่า Not All) ก็ไม่รับต้นฉบับคนไทย จะด้วยไม่คุ้ม ปั้นยากขายยาก อะไรก็แล้วแต่ แต่พ…,Twitter for Android,1572815837119279108,2022-09-22T05:11:31.000Z,th,everyone,969598808186212353,['1572815837119279108'],[],[],1093,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @mynameisarrai: หลาน GOT7 นี่ปังนะต่อไปเพลงที่ใช้ฝึกเทรนนี่ตึกฟ้าคือ Hard carry แล้วปะใครเต้นไม่ได้ออกจากตึกเราไป https://t.co/qZ32ehNyKe,Twitter for Android,1572815781913841664,2022-09-22T05:11:18.000Z,th,everyone,969598808186212353,['1572815781913841664'],[],['https://twitter.com/cyj_unofficial/status/1572544550769664004/video/1'],3773,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @imaillaryou: ถึงว่าเจ้าของเพลงออกจากตึก,Twitter for Android,1572815586618642433,2022-09-22T05:10:32.000Z,th,everyone,969598808186212353,['1572815586618642433'],[],[],26217,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @ItsMinute: สารเคมีรั่ว มหิดลได้ผลกระทบ ทุกคนแสบจมูแสบคอ มหิดลเลยออกประกาศให้ทุกคนอยู่แต่ในอาคารอย่าออกมาที่โล่งแจ้ง แต่คุณพี่ไม่ยอมประก…,Twitter for Android,1572815564288200704,2022-09-22T05:10:26.000Z,th,everyone,969598808186212353,['1572815564288200704'],[],[],31614,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @mmeanion1230: ขออนุญาตแชร์คลิปจากสมาคมเภสัช คือนี่เป็นสิ่งที่เราต้องเจอในแต่ละวันจริงๆ ลูกค้าประมาณ70%ของร้านเป็นแบบนี้ นี่โดนด่า โดนดู…,Twitter for Android,1572782776369414144,2022-09-22T03:00:09.000Z,th,following,969598808186212353,['1572782776369414144'],[],[],31140,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Fiffykung: เค้าถึงได้มีคำกล่าวไงว่าครูคือ The Biggest Bully ในโรงเรียน หลายเคสมาจากการเริ่มต้นของครูเปิดก่อน แล้วเด็กนักเรียนคนอื่นลุยต…,Twitter for Android,1572782613613678593,2022-09-22T02:59:30.000Z,th,everyone,969598808186212353,['1572782613613678593'],[],[],4809,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @SoundtissST: ขอเทคนิคพาคนแก่ไปพบจิตแพทย์,Twitter for Android,1572782590612107265,2022-09-22T02:59:25.000Z,th,everyone,969598808186212353,['1572782590612107265'],[],[],3584,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @fernkulstory: 1.ที่ดูดฝุ่น dyson : ดูดสะอาดแทบไม่ต้องถู
2.ไดร์เป่าผม dyson : เป่าผมเสียประบ่า 4 นาทีแห้งสนิท
3.เก้าอี้ ergonomic : ไม่ป…",Twitter for iPad,1572646291292979200,2022-09-21T17:57:48.000Z,th,everyone,969598808186212353,['1572646291292979200'],[],[],45838,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @bjaunt7: เห็นดราม่าคนไปร้านกาแฟแล้วแบตเหลือ 1% เลยขอเจ้าของร้านชาร์จมือถือแปบนึง แต่ร้านคิดค่าบริการ 300บาท ส่วนตัวมองว่าเคี้ยวไปหน่อย…,Twitter for iPad,1572646267645464576,2022-09-21T17:57:43.000Z,th,everyone,969598808186212353,['1572646267645464576'],[],[],40848,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @goodforsoul16: สาระแนคิดแทนคนต่างจังหวัดอีกละ อยากเชิญมาลองนั่งรถไฟชั้นสามเชียงใหม่กทม.าับลมให้สาแก่ใจมึง ลงจากรถมาหน้าผมเตมไปด้วยเขม่า…,Twitter for iPad,1572645947125170176,2022-09-21T17:56:26.000Z,th,everyone,969598808186212353,['1572645947125170176'],[],[],3064,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @gppwnx: แบรนด์ไทยแบบนี้ก็มีนะดีจริงๆของ Tpartner ราคาถูกมากวัสดุคุณภาพดีมากๆจนอยากให้แบรนด์แมสมากกว่านี้อีก กระทืบได้โยนได้ไม่พังเพราะเ…,Twitter for Android,1572520452966469632,2022-09-21T09:37:46.000Z,th,everyone,969598808186212353,['1572520452966469632'],[],[],21043,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @itsumosan: ตอนนั้นเครียดมากนะ หน้าเสียเลยอ่ะ กลับมาพิจารณาว่าตัวเองทำอะไรผิด แค่เรบี่ทำไมยังฉีดไม่ได้ เครียดจริง จนเพื่อนต้องปลอบว่ามึง…,Twitter for Android,1572520191095115778,2022-09-21T09:36:44.000Z,th,everyone,969598808186212353,['1572520191095115778'],[],[],4347,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @itsumosan: ไปฝึกงานค่ะ กำลังจะฉีดrabieให้ปอม เข๋มยังไม่ทันเจาะ ร้องๆๆๆๆๆ ร้องจะเป็นจะตาย เจ้าของรีบโอ๋ เดี๋ยวแม่ตีหมอให้ๆๆๆๆ แล้วปอมนาง…,Twitter for Android,1572520148489367552,2022-09-21T09:36:34.000Z,th,everyone,969598808186212353,['1572520148489367552'],[],[],30555,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Petae_Lynch: ในออฟฟิศ เราเห็นคนที่ไม่มีความเครียด ไม่มีความกดดันในการทำงาน คือคนบ้านรวย คนไม่มีหนี้สิน ที่มาทำงานเอาสังคม เอาประสบการณ์…,Twitter for Android,1572520092117921793,2022-09-21T09:36:20.000Z,th,everyone,969598808186212353,['1572520092117921793'],[],[],9211,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Pearl03M: @illdieanyway_ น้องเป็นนักเขียนเด็กของสนพ.ผีเสื้อค่ะ โครงการนี้จะให้สมุดบันทึกเด็กเพื่อฝึกเขียน เวลาเด็ก ๆ เจออะไรก็มาบันทึก…,Twitter for Android,1572519762781175808,2022-09-21T09:35:02.000Z,th,everyone,969598808186212353,['1572519762781175808'],[],[],1596,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @bokuwa_kumaa: ถ้าโรงเรียนมันออกกฎให้นักเรียนแต่งตัว ตัดผม ห้ามใช้นั่นนี่ได้ ก็ควรออกกฎห้ามครูเล่น tiktok ได้ละ,Twitter for Android,1572512423671926788,2022-09-21T09:05:52.000Z,th,everyone,969598808186212353,['1572512423671926788'],[],[],33171,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Petae_Lynch: เมื่อคืนโจไบเดนประกาศโควิดจบลงแล้ว หุ้นวัคซีนอเมริกาลงเละ แล้วหุ้นโรงพยาบาลจะยังไงต่อ ส่วนหุ้นถุงมือยางก็รู้ๆกันอยู่,Twitter for Android,1572512385386295296,2022-09-21T09:05:43.000Z,th,everyone,969598808186212353,['1572512385386295296'],[],[],5296,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @iconnnz: ครูในติ๊กต่อกบางทีก็ทำให้เรารู้สึกว่า หรือเราควรยึดมือถือครูแทนยึดมือถือนักเรียนนะ 555555,Twitter for Android,1572512375391293440,2022-09-21T09:05:40.000Z,th,everyone,969598808186212353,['1572512375391293440'],[],[],65933,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @WizmoShi: ไปดูโรงพิมพ์ที่ญี่ปุ่นมา พอนึกถึงคุณภาพงานพิมพ์ออฟเซ็ทกับดิจิตอลของบ้านเราแล้วท้อใจ 🥲 งานดิจิตอลที่ญี่ปุ่นงามเว่อ คุณภาพเทียบ…,Twitter for Android,1572512366428041218,2022-09-21T09:05:38.000Z,th,everyone,969598808186212353,['1572512366428041218'],[],[],600,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @lalalunable: เคยติวอิ๊งทั้งกับครูคนไทยและครูเนทีฟ พบว่า AO3 สอนดีที่สุดค่ะ,Twitter for Android,1572512351483736064,2022-09-21T09:05:35.000Z,th,everyone,969598808186212353,['1572512351483736064'],[],[],8769,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Thaikorn1: #MahsaAmini หญิงสาวชาวอิหร่านอายุ 22 ปี ที่ถูกตำรวจศาสนาจับกุมและทุบตีเธอด้วยข้อสวมฮิญาบไม่เรียบร้อย จนได้รับบาดเจ็บและเสีย…,Twitter for iPad,1572494975564414976,2022-09-21T07:56:32.000Z,th,everyone,969598808186212353,['1572494975564414976'],['MahsaAmini'],[],26573,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @readmytxt: ไม่เข้าใจ ทำไมแบบป้าแม่บ้านที่เค้าคอยทำความสะอาดทั้งชั้นทั้งตึกถึงไม่มีห้องของตัวเองไปเลยงี้ ห้องเล็กๆก็ได้ ไว้เก็บของนู่น…,Twitter for iPad,1572494915208384513,2022-09-21T07:56:17.000Z,th,everyone,969598808186212353,['1572494915208384513'],[],[],33320,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @mondaemania: นึกถึงเคสเฟย์ ffk เลย ตอนคุณสิงห์เสียนักข่าวไปตามเค้นว่าเขารู้สึกยังไง ตามไปถึงวันรับปริญญาจนเขาร้องไห้กลางงาน ขนาดตอนรด…,Twitter for iPad,1572494749340438530,2022-09-21T07:55:38.000Z,th,everyone,969598808186212353,['1572494749340438530'],[],[],32128,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @hlblb: การที่กาแฟบ้งๆ ตามร้านคาเฟ่แนวเน้น instagramer มากกว่าเน้น specialty ราคาแทบจะเท่า Starbucks แล้ว สายถ่ายเซลฟี่กับคาเฟ่และ ignor…,Twitter for iPad,1572494665873780737,2022-09-21T07:55:18.000Z,th,everyone,969598808186212353,['1572494665873780737'],[],[],18324,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @s9ilen: ขอโทษที่พูดไม่ดี แต่มึงเริ่มก่อน,Twitter for iPad,1572494646508670977,2022-09-21T07:55:13.000Z,th,following,969598808186212353,['1572494646508670977'],[],[],55802,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @minbanyen: วัยรุ่นควรพูดกับพ่อแม่อย่างไร ในเรื่องที่มีแนวโน้มว่า ถ้าพูดไป พ่อแม่คงไม่เห็นด้วย ควรมีเทคนิคอย่างไร ทำให้คุยกับพ่อแม่เข้าใ…,Twitter for iPad,1572494520327213058,2022-09-21T07:54:43.000Z,th,everyone,969598808186212353,['1572494520327213058'],[],[],10117,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @chareeishappy: นอร์เวย์เป็นรัฐสวัสดิการก็จริงแต่ก็เป็น 1 ในประเทศที่อยู่ยากมากเลยถ้าจะมาในฐานะชาวต่างชาติ เหมือนเป็นประเทศที่เปิดประตู…,Twitter for iPad,1572494227929714689,2022-09-21T07:53:34.000Z,th,everyone,969598808186212353,['1572494227929714689'],[],[],16729,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Petae_Lynch: จากประสบการณ์ส่วนตัว พวกบ้านรวย ทำงานแบบไร้ความกดดันนี่ มักฉลาด ทำงานดีด้วยนะ เพราะพื้นฐานมาดีตั้งแต่เด็ก การศึกษาดี เรียน…,Twitter for iPad,1572494187001683969,2022-09-21T07:53:24.000Z,th,everyone,969598808186212353,['1572494187001683969'],[],[],54217,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @reno____o: ลูกพระเจ้าตาก แสดงตัว https://t.co/73WxY1898p,Twitter for iPad,1572494099680493573,2022-09-21T07:53:03.000Z,th,everyone,969598808186212353,['1572494099680493573'],[],['https://twitter.com/reno____o/status/1572242701390852096/photo/1'],117827,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @MGROnlineLive: “ปานเทพ” โชว์หลักฐานหนังสือจริง 107 ปีที่แล้ว หมอประจำพระองค์รัชกาลที่ 6 ให้ชาวบ้านใช้กัญชาเพื่อการพึ่งพาตัวเองได้ ตอก…,Twitter for Android,1572449952248532993,2022-09-21T04:57:37.000Z,th,everyone,969598808186212353,['1572449952248532993'],[],[],395,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @BaBaBoom1990: อาจารย์สอนว่าเวลาหาเปเปอร์ ไม่ควรเอาเก่ากว่า 5 ปี อันนี้ 107 ปีที่แล้ว 🫠🫠🫠,Twitter for Android,1572449834543747072,2022-09-21T04:57:09.000Z,th,everyone,969598808186212353,['1572449834543747072'],[],[],46582,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @mmfleurs: พูดจากใจ ว่าขอยกให้เรื่องนี้เป็นผลงานthe best ของค่ายย่านอโศกในปีนี้เลย ดีทุกอย่าง นสด บท เมคอัพ นสดกลุ่มนี้ตีบทแบบแตกกระจุย…,Twitter for Android,1572449783545200640,2022-09-21T04:56:57.000Z,th,everyone,969598808186212353,['1572449783545200640'],[],[],5319,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Aammyktq: ว่าไม่ได้ ก็ชีเป็นต้นกำเนิดแฟชั่นสนบ.ของวงการเคป้อบของจริง5555555555555 เริ่ดสุดในยุค,Twitter for Android,1572449648606089216,2022-09-21T04:56:25.000Z,th,everyone,969598808186212353,['1572449648606089216'],[],[],327,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @castby9arm: ตอนกุเป็นรุ่นน้อง กดดันกูสารพัด
ตอนนี้กูมาเล่าเรื่องอดีตให้ฟังจะมาเล่นบท victim ว่ากูเป็นช่องใหญ่เสียงดัง รังแกคนตัวน้อยไม่…",Twitter for Android,1572449197831622661,2022-09-21T04:54:38.000Z,th,everyone,969598808186212353,['1572449197831622661'],[],[],12217,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @lawyerJammy: สดุดีลุงนวมทอง 🙏 https://t.co/TyHxseNOPE,Twitter for Android,1572255572392816641,2022-09-20T16:05:14.000Z,th,everyone,969598808186212353,['1572255572392816641'],[],['https://twitter.com/lawyerJammy/status/1571877884524101633/photo/1'],5765,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @mohosexual: หลังจากทวิตนี้ตี๋น้อยก็จะห้ามไม่ให้พนง.ไปนอนนอกร้าน พยายามคุมเรื่องภาพลักษณ์ แต่กดเงินเดือนเหมือนเดิมนะ,Twitter for Android,1572255549185724416,2022-09-20T16:05:08.000Z,th,everyone,969598808186212353,['1572255549185724416'],[],[],8094,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @GTW9999: แต่แปลกกว่าหมาแมวคือเจ้าของนะ ตอนฝึกงานเคยเจอหมากัดหนูตาย เจ้าของกลัวหมาถูกปลุกสัญชาติญาณนักล่าวิวัฒนาการย้อนกลับไปเป็นหมาป่า…,Twitter for Android,1572255300622880768,2022-09-20T16:04:09.000Z,th,everyone,969598808186212353,['1572255300622880768'],[],[],27126,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
