possibly_sensitive,id,author_id,lang,reply_settings,edit_history_tweet_ids,text,source,created_at,hashtags_list,urls_list,public_metrics_retweet_count,public_metrics_reply_count,public_metrics_like_count,public_metrics_quote_count,pagination_token,current_time
False,1408224166692618243,1356634026895806465,in,everyone,['1408224166692618243'],Apa wangi parfum favorit mu?,Twitter for Android,2021-06-25T00:42:59.000Z,[],[],378,1599,4425,152,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378191
False,1408733387095822343,1128832195068481537,in,everyone,['1408733387095822343'],"Menangis menonton video ini, kadang hal yang klise ternyata sangat berarti untuk seseorang. Tonton sampe abis deh! https://t.co/NkA7X6hUrK",Twitter for iPhone,2021-06-26T10:26:27.000Z,[],['https://twitter.com/_doraredre/status/1408733387095822343/video/1'],793,79,1884,289,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378197
False,1408712673655623682,992790872600162305,in,everyone,['1408712673655623682'],anak saya mah CANtik ... 😏 badannya juga BHAgus .... hekekekeke 😬😬😬😬 siapa dulu yang diplagiatin ?? ngaca dulu kaliiiiii ☺️ dah gitu ajahhh .. yah 😌,Twitter for iPhone,2021-06-26T09:04:08.000Z,[],[],530,39,2487,106,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378203
False,1408637050463477763,238859222,in,everyone,['1408637050463477763'],"Beberapa channel / link Youtube utk referensi interview dgn Bahasa Inggris.

Dari buat Kerja, atau tes Speaking IELTS. Bisa diliat2 buat jadi contoh.

Monggo ~",Twitter for Android,2021-06-26T04:03:38.000Z,[],[],3693,35,14637,52,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378210
False,1408477268440092672,1023569652994080769,in,everyone,['1408477268440092672'],/lt aku mau baca buku pake bahasa inggris. Tapi aku pemula banget nih. Ada rekomendasi buku yg bisa aku baca kah?,Yuk Budayakan Membaca!📚,2021-06-25T17:28:43.000Z,[],[],29,22,162,3,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378216
False,1408569478498045953,994801274091687936,in,everyone,['1408569478498045953'],[bb] gais saranin masker yg worth it dongg? Ini harga segini bagus ga? https://t.co/YiAz2HPTSm,Twitter for Mac,2021-06-25T23:35:08.000Z,[],['https://twitter.com/ohmybeautybank/status/1408569478498045953/photo/1'],63,133,957,6,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378223
False,1408627467787464709,994801274091687936,in,everyone,['1408627467787464709'],"[BB] mau ganti dompet guys, mending dompet lipet atau panjang ya? https://t.co/iEyCfbV7ru",Twitter for Mac,2021-06-26T03:25:34.000Z,[],['https://twitter.com/ohmybeautybank/status/1408627467787464709/photo/1'],11,89,213,8,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378230
False,1408626130848866307,994801274091687936,in,everyone,['1408626130848866307'],"yg sering dibilang punggungnya kurang tegap atau agak bungkuk, bisa nyoba workout iniii. aku udh nyoba 3 hari dan ngaruh bgt huhu seneng😭👍🏻 [bb] https://t.co/jZkVqDm1Bl",Twitter for Mac,2021-06-26T03:20:15.000Z,[],['https://twitter.com/ohmybeautybank/status/1408626130848866307/photo/1'],1600,111,13576,78,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378236
True,1408604284887846913,866802272432300032,in,everyone,['1408604284887846913'],"{mu} guys mending yang mana ya yang cocok buat semua outfit, outfit pink putih hitamku sama banyaknya jadi bingung pilih yang mana, dan aku masih remaja, makasihhhh https://t.co/Yu0s2C8qkx",wear mask beauties,2021-06-26T01:53:26.000Z,[],['https://twitter.com/womanfeeds_id/status/1408604284887846913/photo/1'],1,31,25,1,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378243
True,1408603450418470916,1482552098,in,everyone,['1408603450418470916'],zoo siapa nihhh yang anabulnya doyan merumput?????🌱🌱🌱 https://t.co/Q2pEC1kfOP,ZOO FESS,2021-06-26T01:50:07.000Z,[],"['https://twitter.com/syupeohat/status/1408602900012568578/photo/1', 'https://twitter.com/syupeohat/status/1408602900012568578/photo/1', 'https://twitter.com/syupeohat/status/1408602900012568578/photo/1', 'https://twitter.com/syupeohat/status/1408602900012568578/photo/1']",5,11,76,1,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378250
True,1408470580949516293,866802272432300032,in,everyone,['1408470580949516293'],"{mu} ⚠️ tw mata. Beb ini beneran ada perubahan bulu mata kan ya bukan perasaan aku doang? Aku nyobain pake Grandelash tapi bolong"" pakenya, kadang sehari sekali, kadang 2 atau 3 hari sekali, seingetnya aja. Mehong sih tapi kalo bukan perasaanku doang berarti worth it ya? 😭 https://t.co/9gF7qgopIi",wear mask beauties,2021-06-25T17:02:09.000Z,[],['https://twitter.com/womanfeeds_id/status/1408470580949516293/photo/1'],5,6,114,2,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378257
False,1408395186535682048,501800437,in,everyone,['1408395186535682048'],Kesalahan fatal seperti apa yang pernah kalian lakukan selama kerja? https://t.co/kCflIS7xkG,Twitter for Android,2021-06-25T12:02:33.000Z,[],['https://twitter.com/hrdbacot/status/1408395186535682048/photo/1'],1261,1801,5611,1196,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378264
True,1408468687556775945,619030243,in,everyone,['1408468687556775945'],guis kalo jadi aku kalian bakal ngambil yang mana https://t.co/klBiDnLNvO,Twitter,2021-06-25T16:54:37.000Z,[],['https://twitter.com/FOOD_FESS/status/1408468687556775945/photo/1'],6,501,177,46,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378271
False,1408356225276735490,1023569652994080769,in,everyone,['1408356225276735490'],/lt baru aja sampe lumayan buat mengisi weekend 😆 kalian rencana baca apa nih weekend ini? https://t.co/iMZsDohXTp,Yuk Budayakan Membaca!📚,2021-06-25T09:27:44.000Z,[],['https://twitter.com/literarybase/status/1408356225276735490/photo/1'],30,84,489,18,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378278
False,1408398158074241027,624785829,in,everyone,['1408398158074241027'],kcg! haloo teman-teman. collar kainnya cocok buat meng yang abis steril atau masa penyembuhan. nyaman dipake pas bobo dan tida terlalu mengganggu saat pupitaa🥰 terimakasih    https://t.co/PEOnTiJ1ui,KochengFess SP,2021-06-25T12:14:22.000Z,[],"['https://twitter.com/behatilo/status/1367104636893601793/photo/1', 'https://twitter.com/behatilo/status/1367104636893601793/photo/1', 'https://twitter.com/behatilo/status/1367104636893601793/photo/1', 'https://twitter.com/behatilo/status/1367104636893601793/photo/1']",3,3,38,0,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378285
False,1408368693445218308,978646566,in,everyone,['1408368693445218308'],"AYO PERKUAT SISTEM IMUN dg cara:
- tidur cukup (7-8 jam/hari)
- makan teratur &amp; bergizi seimbang
- olahraga
- berjemur
- bnyk minum
- kelola stres
- no begadang
- tingkatkan asupan vitamin D dan C, mineral, mis., bnyk makan sayur+buah+ikan laut
- cuci idung

Udah itu aja
+ VAKSIN",Twitter for Android,2021-06-25T10:17:17.000Z,[],[],7911,234,19113,426,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378291
False,1408306569939324939,994801274091687936,in,everyone,['1408306569939324939'],[bb] jawablah pertanyaan di bawah ini ❤ https://t.co/clBnzMlkJx,Twitter for Mac,2021-06-25T06:10:26.000Z,[],['https://twitter.com/ohmybeautybank/status/1408306569939324939/photo/1'],47,25,504,7,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378298
True,1408307204852047876,939277717966544896,in,everyone,['1408307204852047876'],Happy friday fess ini hasil karyaku 🍩🤩 https://t.co/cONeDHRc5A,Twitter,2021-06-25T06:12:57.000Z,[],['https://twitter.com/FOODFESS2/status/1408307204852047876/photo/1'],535,589,12232,282,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378305
False,1408278806356402181,1210342758029807616,en,everyone,['1408278806356402181'],-idol Rec0mmendation variety show kp0p id0l for u!!   https://t.co/DryRvls7j8,Twitter for Mac,2021-06-25T04:20:06.000Z,[],"['https://twitter.com/Queensistverse/status/1362344799513157632/photo/1', 'https://twitter.com/Queensistverse/status/1362344799513157632/photo/1', 'https://twitter.com/Queensistverse/status/1362344799513157632/photo/1', 'https://twitter.com/Queensistverse/status/1362344799513157632/photo/1']",909,800,10450,364,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378312
False,1408280093475053568,994801274091687936,in,everyone,['1408280093475053568'],[bb] DROP YA GUIS!! SEPATU JUGA BOLEH! THANKYOUU https://t.co/8WgR1aTGkV,Twitter for Mac,2021-06-25T04:25:13.000Z,[],['https://twitter.com/ohmybeautybank/status/1408280093475053568/photo/1'],2,26,42,0,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378319
False,1408278878938755073,1023569652994080769,en,everyone,['1408278878938755073'],"/lt Goodreads' Most Read of the 2021 Reading Challenge (So Far) 
How many books have you read?
Me: 2, on TBR list: 3
 https://t.co/4wtZDzjgyC",Yuk Budayakan Membaca!📚,2021-06-25T04:20:23.000Z,[],"['https://twitter.com/lovexixmate/status/1408090092351016960/photo/1', 'https://twitter.com/lovexixmate/status/1408090092351016960/photo/1', 'https://twitter.com/lovexixmate/status/1408090092351016960/photo/1']",44,71,340,99,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378331
False,1408276288524091396,994801274091687936,in,everyone,['1408276288524091396'],"[bb] rep outfit kondangan kalian dongg, buat referensii, makasiii
cr. pict for pinterest https://t.co/0yk6yyIy4c",Twitter for Mac,2021-06-25T04:10:06.000Z,[],['https://twitter.com/ohmybeautybank/status/1408276288524091396/photo/1'],171,100,2765,15,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378339
False,1408217457840451585,238859222,in,everyone,['1408217457840451585'],"Beberapa skill digital penting:
- video editing
- graphic design
- layout presentation
- riset trend &amp; keyword
- buat web
- dan banyak lagi

Berikut kumpulan website sederhana yang bisa bantu ngerjain urusan digital di atas.

Cek cek ~",Twitter for Android,2021-06-25T00:16:20.000Z,[],[],11768,119,43660,320,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378345
False,1408082792102068228,1023569652994080769,in,everyone,['1408082792102068228'],"/lt Setiap kali lihat tumpukan buku self-development atau non-fiksi kayak gini, rasanya pengen aku beli semua. Tapi kalau disuruh baca, paling 1 buku selesainya bisa tahunan 😭 Mau subs Gramedigi non-fiksi ujungnya nggak ada yang selesai dibaca. https://t.co/LG9smQoinM",Yuk Budayakan Membaca!📚,2021-06-24T15:21:13.000Z,[],['https://twitter.com/literarybase/status/1408082792102068228/photo/1'],64,55,605,44,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378352
False,1407609273341734913,206592163,in,everyone,['1407609273341734913'],Walaaah baru tauuu😭 beguna bat sih😭👏 https://t.co/dPLamlMBV5,Twitter for iPhone,2021-06-23T07:59:37.000Z,[],['https://twitter.com/agaslaughter/status/1407609273341734913/video/1'],40420,207,99599,959,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378359
True,1408029591805906946,1314840619378896896,in,everyone,['1408029591805906946'],"Kr seneng banget bisa nemu akun ini. Bisa buat ngisi waktu dan nambah ilmu. Aku gak tau masih bisa join apa gk, krn udah mulai dari tgl 21 kemarin. Yg mau infonya bisa reply ya nanti aku dm akun ig nya. Biar bisa ikut batch selanjutnya, atau coba tanya ke admin atau bisa (cont) https://t.co/AEle3wVjgR",karirfess,2021-06-24T11:49:49.000Z,[],['https://twitter.com/karirfess/status/1408029591805906946/photo/1'],379,178,2950,37,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378366
True,1407944577378504706,619030243,in,everyone,['1407944577378504706'],Guis mie ayam seporsi brp di dom kalian? Pict sender sblmnya https://t.co/t2GFVvrjD3,Twitter,2021-06-24T06:12:00.000Z,[],['https://twitter.com/FOOD_FESS/status/1407944577378504706/photo/1'],6,468,212,33,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378373
False,1407730651667836929,765149955396734976,in,everyone,['1407730651667836929'],Kegagalan apa yang sampai sekarang masih menghantuimu?,SocialFlow,2021-06-23T16:01:56.000Z,[],[],68,419,681,349,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378381
False,1407967009145462787,501800437,in,everyone,['1407967009145462787'],"Adakah kost deket SCBD under 1 juta?

Sekalian yg lagi nyari kos daerah lain merapat coba disini biar jadi satu thread
#rekomencot https://t.co/cIua52MVw7",Twitter for Android,2021-06-24T07:41:08.000Z,['rekomencot'],['https://twitter.com/hrdbacot/status/1407967009145462787/photo/1'],135,205,754,43,7140dibdnow9c7btw4803hxtcujpxrtx2qyh56adxqomr,2022-10-27 18:12:47.378389
False,1406943301417066499,1281666617739362305,in,everyone,['1406943301417066499'],"Urutan Dalam Berdoa

• Memuji Allah dan Rasul
• Dimasukkan di surga dan dijauhkan dari neraka
• Minta khusnul khotimah dan istiqamah
• Diampuni dosa kita dan orang tua
• Diberi hidayah
• Dijauhkan dari fitnah
• Diringankan segala masalah
• Lalu do'a apa saja.....",Twitter for Android,2021-06-21T11:53:17.000Z,[],[],2772,58,10896,16,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958617
False,1405337502609641474,1081717031953559552,zxx,everyone,['1405337502609641474'],https://t.co/4yusa3g2IZ,Twitter for iPhone,2021-06-17T01:32:25.000Z,[],['https://twitter.com/FauzanNQ/status/1405337502609641474/photo/1'],1,0,20,0,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958636
False,1404589196128309248,238859222,in,everyone,['1404589196128309248'],"Kumpulan jurnal Internasional &amp; nasional.

Nemu catetan jaman disertasian soal beberapa link jurnal internasional &amp; dalam negeri. Kali aja ada yang butuh buat tugas akhir.

Cek ~",Twitter Web App,2021-06-14T23:58:55.000Z,[],[],3435,35,14471,93,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958645
False,1403892618581331968,56317158,in,everyone,['1403892618581331968'],"Parfum-parfum rekomendasiku yang wanginya enak, tahan lama, dan harganya di bawah Rp 200 rebu

-- A Thread --
🔥🔥🔥",Twitter for Android,2021-06-13T01:50:57.000Z,[],[],10973,414,58575,476,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958653
False,1399976610917351434,248202568,in,everyone,['1399976610917351434'],"👦🏻: Mau makan mana?
👩🏻: Kyknya McD aja deh lg males yang aneh-aneh
👦🏻: ok, mcd ya

McD yang dimaksud: https://t.co/CwARExCe9r",Twitter for iPhone,2021-06-02T06:30:09.000Z,[],"['https://twitter.com/_n0t4lfiaccount/status/1399976610917351434/photo/1', 'https://twitter.com/_n0t4lfiaccount/status/1399976610917351434/photo/1']",511,67,2006,109,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958662
False,1393234328847491074,56593724,in,everyone,['1393234328847491074'],Dan Dialah yang menerima taubat dari hamba-hamba-Nya dan memaafkan kesalahan-kesalahan dan mengetahui apa yang kamu kerjakan (42:25),Twitter Web App,2021-05-14T15:58:43.000Z,[],[],295,0,674,4,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958669
False,1392431004585918464,1278681996445618178,und,everyone,['1392431004585918464'],🙏 https://t.co/Jq6fOVOkPy,Twitter for Android,2021-05-12T10:46:36.000Z,[],['https://twitter.com/txtdarisisange/status/1392431004585918464/photo/1'],809,341,4646,203,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958677
False,1392379330194329602,1116066300680331265,in,everyone,['1392379330194329602'],anu nga broadcast “sebening vodka seputih cocaine” mah biasana jamet jamet mun malam takbir teh marabok trus di upload bari make caption “terakhiran”,Twitter for iPhone,2021-05-12T07:21:16.000Z,[],[],0,1,1,0,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958684
False,1389372201095290889,761478074,en,everyone,['1389372201095290889'],You’re laughing? There’s a shortage of chicken wings...and you’re laughing.,Twitter for iPhone,2021-05-04T00:12:00.000Z,[],[],21613,349,132628,2001,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958694
False,1386319141490003969,2685318456,en,everyone,['1386319141490003969'],a simple yet perfect date. https://t.co/YQ0MeHR1DL,Buffer,2021-04-25T14:00:14.000Z,[],['https://twitter.com/PoemHeaven/status/1386319141490003969/photo/1'],4179,51,13557,619,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958703
False,1382312216020488194,1278681996445618178,zxx,everyone,['1382312216020488194'],https://t.co/AXlRYpOKeH,Twitter for Android,2021-04-14T12:38:09.000Z,[],['https://twitter.com/txtdarisisange/status/1382312216020488194/photo/1'],267,201,2745,81,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958711
False,1382194262637309953,1592153126,in,everyone,['1382194262637309953'],"Serius, ilfil banget sama cowok-cowok yg PDKTnya flexing pengetahuan mereka, SENGAJA ngomongin topik-topik berat yg ceweknya kaga ngerti dan ujung2nya mansplaining. Kamu kira pamer wawasanmu luas, but all I can see itu empati kamu rendah sekali dan kamu nggak bisa baca situasi 😌",Twitter for Android,2021-04-14T04:49:26.000Z,[],[],6415,795,26630,2071,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958718
False,1027868638487961600,39789793,in,everyone,['1027868638487961600'],"Jenis-jenis sepatu Vans dan perbedaannya.

Sebuah utas.",Twitter Web Client,2018-08-10T10:45:54.000Z,[],[],897,46,2879,65,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958726
False,1273972504155926528,1231495733523566592,zxx,everyone,['1273972504155926528'],https://t.co/WjZsaN9NuZ,Twitter for iPhone,2020-06-19T13:34:48.000Z,[],['https://twitter.com/txtdrpemerintah/status/1273972504155926528/photo/1'],3436,1033,14741,890,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958734
False,1269442630405853184,1003362502241947648,in,everyone,['1269442630405853184'],@AntiHumanBeing jangan biarkan org lain membuatmu terburu buru dgn garis waktu mereka make ur own timeline dan nanti juga nemu is,Twitter for iPhone,2020-06-07T01:34:42.000Z,[],[],0,1,1,0,7140dibdnow9c7btw452uu93kqv6mzsjahrno8whifgol,2022-10-27 18:12:47.958742
False,1269169397916188672,437457391,en,everyone,['1269169397916188672'],Heh. These tu Toyota Dyna lorries can pull a disappearing act on some of y'alls asthmatic cars. https://t.co/DEorSl1tuo,Twitter for Android,2020-06-06T07:28:59.000Z,[],['https://twitter.com/TheLorriega/status/1268963997308661761'],38,26,97,2,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809298
False,1269317652570427393,20087934,en,everyone,['1269317652570427393'],UPDATE: The 15 Komarock residents found partying in preparation of 'good news' from Pres. Kenyatta bundled into a 'Probox' and taken into custody. https://t.co/V4LVdsnoqb | VIDEO BY VICTOR MOGOA https://t.co/EUnqEBK7MR,Twitter for Android,2020-06-06T17:18:05.000Z,[],"['http://www.k24tv.co.ke', 'https://twitter.com/K24Tv/status/1269317652570427393/video/1']",99,42,211,47,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809316
False,1269225450099924993,36323130,en,everyone,['1269225450099924993'],"If Jayden 1 was like that Tanzanian president, all of KOT would be in jail right now...hamna heshima ata kidogo yaani😁",Twitter for Android,2020-06-06T11:11:43.000Z,[],[],94,22,364,8,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809325
False,1269077860066537472,1221287746678984704,en,everyone,['1269077860066537472'],Send a black man a nude today,Twitter for iPhone,2020-06-06T01:25:14.000Z,[],[],37982,3417,114684,12155,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809333
False,1269309782080532481,401579858,en,everyone,['1269309782080532481'],ANYONE can be President in AFRICA. The THRESHOLD is too low... https://t.co/COmIXmwhcM,Twitter for Android,2020-06-06T16:46:49.000Z,[],['https://twitter.com/alaminkimathi/status/1269304058155806735'],105,124,553,14,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809342
False,1269266308450996228,466755719,en,everyone,['1269266308450996228'],"When I say that ODM gave Luo Nyanza Counties useless governors, I am slapped on these streets like thunder. Today Ouru has said it! Saiya has a bedsitter for a COVID-19 emergency center. Helmet is on 😃",Twitter Web App,2020-06-06T13:54:04.000Z,[],[],131,91,454,10,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809349
False,1269333659510808576,65056510,en,everyone,['1269333659510808576'],When your tweets make national headlines..... https://t.co/1URc6QVhUy,Twitter for iPhone,2020-06-06T18:21:42.000Z,[],"['https://twitter.com/Asmali77/status/1269333659510808576/photo/1', 'https://twitter.com/Asmali77/status/1269333659510808576/photo/1']",19,29,235,3,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809357
False,1269360758321750023,65056510,en,everyone,['1269360758321750023'],There was a program on one of the TV stations called ‘Who owns kenya’. I can’t remember which tv channel. But what was that about?,Twitter for iPhone,2020-06-06T20:09:23.000Z,[],[],16,32,221,6,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809364
False,1269363641683333120,1464122592,en,everyone,['1269363641683333120'],"@Asmali77 Julie Gichuru's show on @citizentvkenya back in 2011-2014 ""who owns Kenya""  was so alienating. She featured owners of capital in Kenya. Am wondering why she never featured me 😂",Twitter for Android,2020-06-06T20:20:50.000Z,[],[],3,2,21,0,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809372
False,1269306838983548930,3289579859,en,everyone,['1269306838983548930'],"Since the war isn’t over yet, as a Kilifi County community, let’s renew our resolve and commitment in our fight against the Corona Virus by observing all the regulations and protocols earlier given to us.
Together we shall overcome.
God bless 🙏 #COVID19 https://t.co/zi5XZvtLyo",Twitter for Android,2020-06-06T16:35:07.000Z,['COVID19'],['https://twitter.com/governorkingi/status/1269306838983548930/video/1'],14,2,32,0,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809380
False,1269306535542390784,3289579859,en,everyone,['1269306535542390784'],Self-discipline remains the key and the only way to beat this virus. How we behave away from the eyes of the police will either save us or destroy us. Let us learn to do the right thing whether or not the police are watching us because we are not doing this for the police.,Twitter for Android,2020-06-06T16:33:55.000Z,[],[],10,1,33,0,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809388
False,1269305939544485888,3289579859,en,everyone,['1269305939544485888'],"Join me in appreciating the tireless and selfless efforts by our health workers both at the community preventive level and at the treatment and management of Covid-19 patients level at our isolation centers.
 Let’s continue to pray, motivate &amp; encourage them.",Twitter for Android,2020-06-06T16:31:33.000Z,[],[],8,2,33,0,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809396
False,1269305615307980800,3289579859,en,everyone,['1269305615307980800'],"Today's Presidential Order to ease
 the cessation of movement within our County is as a result of our continued commitment to adhere to the preventive measures and guidelines set by both National and the County… https://t.co/RZN9eZacRi",Instagram,2020-06-06T16:30:15.000Z,[],['https://www.instagram.com/p/CBGbHt6DzyT/?igshid=1rozag8p3hie6'],23,23,162,4,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809404
False,1269305654482735104,538233851,en,everyone,['1269305654482735104'],@PurestInNoSense I see Samuel L Jackson's niece started kindergarten https://t.co/jP3uRWx80a,Twitter for Android,2020-06-06T16:30:25.000Z,[],['https://twitter.com/Mr_Chairman69/status/1269305654482735104/photo/1'],4,1,73,0,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809412
False,1269009030317555712,20058532,zxx,everyone,['1269009030317555712'],https://t.co/jOWTMifT6o,Twitter for iPhone,2020-06-05T20:51:44.000Z,[],['https://twitter.com/PurestInNoSense/status/1269009030317555712/photo/1'],1591,25,3498,176,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809420
False,1269275651812593672,252951350,en,everyone,['1269275651812593672'],"Talked to my old man today and we were discussing how the rest of the country thinks Mutahi Kagwe is a brilliant guy...alicheka sana....""matiúí ona kwao Múkúrweiní dangíthurwo?""",Twitter for Android,2020-06-06T14:31:12.000Z,[],[],10,3,19,1,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809427
False,1269315471737749504,401579858,en,everyone,['1269315471737749504'],"This CAUSED us ALL 30 more days of lockdown,  curfew and other manenos... https://t.co/LN5OW1EpzY",Twitter Web App,2020-06-06T17:09:25.000Z,[],['https://twitter.com/HonMoses_Kuria/status/1268965289196244992'],130,100,951,8,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809435
False,1269313685077602307,25985333,en,everyone,['1269313685077602307'],"Motherhood is resilience. It’s waking up in the morning and looking at your little people and thinking about what’s best to make their lives better. ~ Dr. Stella Bosire

#UnscriptedWithGrace 
@GraceMsalame https://t.co/wPCHRgkMaR",TweetDeck,2020-06-06T17:02:19.000Z,['UnscriptedWithGrace'],['https://twitter.com/ntvkenya/status/1269313685077602307/photo/1'],7,0,39,0,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809443
False,1269312336797540353,1230529820037124097,en,everyone,['1269312336797540353'],Me i want 🍾😩 https://t.co/189bJTC1zw,Twitter for Android,2020-06-06T16:56:58.000Z,[],['https://twitter.com/Marykaigai/status/1269312336797540353/photo/1'],14,40,235,8,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809450
False,1269309593756340233,146411355,en,everyone,['1269309593756340233'],Ndio kucheck in hapo international departure lobby....Flight mode initiated https://t.co/4WJRHXDwut,Twitter for Android,2020-06-06T16:46:04.000Z,[],['https://twitter.com/Amacheez/status/1269309593756340233/photo/1'],4,11,24,2,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809458
True,1269313298144595968,144771276,pl,everyone,['1269313298144595968'],Master Droid akichipo https://t.co/ajcRFj95aX,Twitter for Android,2020-06-06T17:00:47.000Z,[],['https://twitter.com/masaku_/status/1269313298144595968/photo/1'],30,5,60,0,7140dibdnow9c7btw452uu8szxgke0hr473zv2pnc16wi,2022-10-27 18:12:48.809466
